user_id,username,email,building,roomno,userpassword
2022306,sujanti,sujanti22306@iiitd.ac.in,Old Boys Hostel,210,{ObEsh1/3tYV
2022307,rehana,rehana22307@iiitd.ac.in,Old Boys Hostel,12,osnysEVst1AU
2022308,pinkoo,pinkoo22308@iiitd.ac.in,,,"MBx,k(d&kwwg"
2022309,hament,hament22309@iiitd.ac.in,,,y#6Zn$gkUy7Z
2022310,sajia,sajia22310@iiitd.ac.in,H1 boys hostel,222,Z)2oxUJ&X_2!
2022311,aasish,aasish22311@iiitd.ac.in,Girls Hostel,303,kS8UuoAQ[a@#
2022312,palvi,palvi22312@iiitd.ac.in,Old Boys Hostel,707,wGw_[)kcj|6 
2022313,rajbala,rajbala22313@iiitd.ac.in,Girls Hostel,721,gCR[[&}7lPvw
2022314,moona,moona22314@iiitd.ac.in,,,G0rm5:}EkBbg
2022315,naval,naval22315@iiitd.ac.in,Old Boys Hostel,9,"(IkW>Ug<ct,c"
2022316,sakina,sakina22316@iiitd.ac.in,,,$nw5hAv6O-x-
2022317,hrithik,hrithik22317@iiitd.ac.in,H1 boys hostel,21,:<mn(i_*l%lE
2022318,matok,matok22318@iiitd.ac.in,H1 boys hostel,406,I:ogvrf@>AvK
2022319,sivani,sivani22319@iiitd.ac.in,Girls Hostel,706,P9qPnv(-t+px
2022320,anupam,anupam22320@iiitd.ac.in,Girls Hostel,501,GX<(?[3&a/!e
2022321,seelam,seelam22321@iiitd.ac.in,Old Boys Hostel,715,0&M3*mNz{H4>
2022322,handu,handu22322@iiitd.ac.in,,,xejL{+[$Q*UT
2022323,ramtek,ramtek22323@iiitd.ac.in,H1 boys hostel,1,[e)aa(h2&y0M
2022324,lashma,lashma22324@iiitd.ac.in,,,7cP|MbxU#BSN
2022325,radhab,radhab22325@iiitd.ac.in,,,x/4UHb^oev-8
2022326,makan,makan22326@iiitd.ac.in,,,f{/].r<QqG%U
2022327,parmeshwari,parmeshwari22327@iiitd.ac.in,,,"b,9R!w> =b^6"
2022328,manoj,manoj22328@iiitd.ac.in,,,t>lalk PnUc+
2022329,abdullah,abdullah22329@iiitd.ac.in,Girls Hostel,511,>CA5t3q4Bdw@
2022330,lokendra,lokendra22330@iiitd.ac.in,Old Boys Hostel,607,Sh>e<(%bOJm/
2022331,bhanupriya,bhanupriya22331@iiitd.ac.in,Old Boys Hostel,722,i{]HCo$EKON 
2022332,hitesh,hitesh22332@iiitd.ac.in,Old Boys Hostel,721,!uQs[m(1K^/>
2022333,danish,danish22333@iiitd.ac.in,,,41ewkpA/kZLb
2022334,rakesh,rakesh22334@iiitd.ac.in,H2 boys hostel,1014,m{P.NtKcF:ij
2022335,aruna,aruna22335@iiitd.ac.in,H2 boys hostel,12,"?)|=,hoeF7g)"
2022336,nadir,nadir22336@iiitd.ac.in,,,",|9^gO%f.ib%"
2022337,takshila,takshila22337@iiitd.ac.in,Old Boys Hostel,518,0wtHR:!)17du
2022338,sambhu,sambhu22338@iiitd.ac.in,,,O2*9srPpUZhO
2022339,majrula,majrula22339@iiitd.ac.in,,,vvLMYXRcH KN
2022340,lokendra,lokendra22340@iiitd.ac.in,H1 boys hostel,811,UWN:cD7O%hF#
2022341,ekram,ekram22341@iiitd.ac.in,Old Boys Hostel,601,P0@28VNrdtba
2022342,sorbh,sorbh22342@iiitd.ac.in,,,17aRetxW&UJb
2022343,rinki,rinki22343@iiitd.ac.in,,,xgK3F/0+s_I9
2022344,sakeena,sakeena22344@iiitd.ac.in,H1 boys hostel,708,H/i_^MhYF?PO
2022345,sakuntla,sakuntla22345@iiitd.ac.in,,,se+-bz0TFOr1
2022346,araddhna,araddhna22346@iiitd.ac.in,,,8rKGju!nDdxA
2022347,simmi,simmi22347@iiitd.ac.in,,,a!wt *eeGGAH
2022348,ravindr,ravindr22348@iiitd.ac.in,H1 boys hostel,209,jk_47zV2tcga
2022349,parvesh,parvesh22349@iiitd.ac.in,,,kcbsim>7|<@|
2022350,rajeev,rajeev22350@iiitd.ac.in,Girls Hostel,318,"e9TL&ecf,p[ "
2022351,gheesa,gheesa22351@iiitd.ac.in,H1 boys hostel,421,8UX?v9Hzm2iD
2022352,kalpesh,kalpesh22352@iiitd.ac.in,H1 boys hostel,11,)ezRBzTl1@z%
2022353,ashsish,ashsish22353@iiitd.ac.in,,,HJ7rT:?n_X]P
2022354,musmi,musmi22354@iiitd.ac.in,Girls Hostel,418,ZJy94Y_.%SWJ
2022355,salupa,salupa22355@iiitd.ac.in,,,559AeaR5QRjq
2022356,gya,gya22356@iiitd.ac.in,,,i8o-i}Cz8|aI
2022357,ekta,ekta22357@iiitd.ac.in,Old Boys Hostel,609,n%ZvI>bV$JRo
2022358,balveer,balveer22358@iiitd.ac.in,,,vz9aKqIuCP.=
2022359,ayush,ayush22359@iiitd.ac.in,H2 boys hostel,602,WQrUEI5l!Gl?
2022360,jadu,jadu22360@iiitd.ac.in,,,:B95>[L#Ur8R
2022361,dharambir,dharambir22361@iiitd.ac.in,,,J=L0ej$=$ti{
2022362,sandip,sandip22362@iiitd.ac.in,Girls Hostel,302,)dk2E44j307M
2022363,bhabhav,bhabhav22363@iiitd.ac.in,,,djuWS7%y#2:-
2022364,radat,radat22364@iiitd.ac.in,,,"(2bXiq Q$,g."
2022365,michael,michael22365@iiitd.ac.in,H1 boys hostel,903,f{QH^l8n@%/s
2022366,chitprit,chitprit22366@iiitd.ac.in,Girls Hostel,315,MbLMPHD{?Wo}
2022367,jankraj,jankraj22367@iiitd.ac.in,,,tqUFTkqlz9q=
2022368,shohan,shohan22368@iiitd.ac.in,,,sq:/0kYVCiYH
2022369,veerendra,veerendra22369@iiitd.ac.in,,,Yr=2PB/Hby0^
2022370,divya,divya22370@iiitd.ac.in,Old Boys Hostel,406,idAb0b>-eGc^
2022371,arzoo,arzoo22371@iiitd.ac.in,,,ntcVV. 9FIi.
2022372,ansar,ansar22372@iiitd.ac.in,,,mQ0<}0.1u6>6
2022373,dauad,dauad22373@iiitd.ac.in,,,AnHHrggf/^qX
2022374,ravindra,ravindra22374@iiitd.ac.in,,,vwj9kw6tj1y_
2022375,devraj,devraj22375@iiitd.ac.in,H1 boys hostel,614,|r!>g>rV=|*5
2022376,sidarth,sidarth22376@iiitd.ac.in,,,1Dgjl{RG}E8g
2022377,sujan,sujan22377@iiitd.ac.in,,,nFuX.A]/++In
2022378,gurbax,gurbax22378@iiitd.ac.in,H1 boys hostel,413,jjs?K:1R3m-B
2022379,bhole,bhole22379@iiitd.ac.in,,,Kz|s#l -f[/g
2022380,laltha,laltha22380@iiitd.ac.in,H2 boys hostel,104,"DMjk, 2A@ApM"
2022381,nargesh,nargesh22381@iiitd.ac.in,,,>>R9V{JUw%TN
2022382,meena,meena22382@iiitd.ac.in,H1 boys hostel,519,<]vX-<jk8EL=
2022383,bavita,bavita22383@iiitd.ac.in,,,#] Bj4>Fs1oC
2022384,almina,almina22384@iiitd.ac.in,,,e986VgvDavN9
2022385,shittal,shittal22385@iiitd.ac.in,H2 boys hostel,721,_K@D%4x&cSq_
2022386,deen,deen22386@iiitd.ac.in,,,"(}kH3wze@,Np"
2022387,kurban,kurban22387@iiitd.ac.in,H1 boys hostel,318,"N.RgGVnc,z^7"
2022388,bundhu,bundhu22388@iiitd.ac.in,,,"@:CE,tyC<$P9"
2022389,sohaib,sohaib22389@iiitd.ac.in,Girls Hostel,509,(s{$FL:B*$&-
2022390,aruna,aruna22390@iiitd.ac.in,,,94PO:9La<4@M
2022391,radhamohan,radhamohan22391@iiitd.ac.in,H2 boys hostel,221,"t.B7T4.lo!E,"
2022392,kamaljeet,kamaljeet22392@iiitd.ac.in,,,qK<?fe?woNYH
2022393,rajender,rajender22393@iiitd.ac.in,H1 boys hostel,510,"u(U]-zZ55,Du"
2022394,dharambir,dharambir22394@iiitd.ac.in,,,5$r46)$$7i}f
2022395,shakuntla,shakuntla22395@iiitd.ac.in,,,/ff#J9e04W^^
2022396,manbhari,manbhari22396@iiitd.ac.in,,,hO2N0K{>P?KG
2022397,zafar,zafar22397@iiitd.ac.in,,, -<duflJbIp=
2022398,sabita,sabita22398@iiitd.ac.in,,,Zs1{n2uj2io8
2022399,salupa,salupa22399@iiitd.ac.in,H1 boys hostel,701,VZXZ$IpxzWnx
2022400,shelly,shelly22400@iiitd.ac.in,Old Boys Hostel,507,tecIm^#+Uf4J
2022401,yogeshwari,yogeshwari22401@iiitd.ac.in,,,*u)!KN?YS4{h
2022402,nikhleshwar,nikhleshwar22402@iiitd.ac.in,,,|64)s%mUdHrM
2022403,sugodh,sugodh22403@iiitd.ac.in,,,DV(?qrWY>rwh
2022404,shatish,shatish22404@iiitd.ac.in,H2 boys hostel,618,"<AXznO9Q4@P,"
2022405,amol,amol22405@iiitd.ac.in,H2 boys hostel,218,"Glq{W+q4,uc "
2022406,sone,sone22406@iiitd.ac.in,,,&@0d!Lx[J%X%
2022407,anushka,anushka22407@iiitd.ac.in,H1 boys hostel,207,K[0JWAO$IhgX
2022408,aijay,aijay22408@iiitd.ac.in,Girls Hostel,9,"=xyM-,BfeF(H"
2022409,salman,salman22409@iiitd.ac.in,,,"3L[q,^iSi6a4"
2022410,bhuwan,bhuwan22410@iiitd.ac.in,Old Boys Hostel,212,IlX6yt0Ln.RE
2022411,arman,arman22411@iiitd.ac.in,Girls Hostel,607,y==0M{_w-d6C
2022412,sambhu,sambhu22412@iiitd.ac.in,,,"bg<jvC+j{{R,"
2022413,mustafa,mustafa22413@iiitd.ac.in,,,HOX#n{A[dZLD
2022414,chran,chran22414@iiitd.ac.in,,,"Q1?E/rm,hKXH"
2022415,pitar,pitar22415@iiitd.ac.in,,,x}Xn4+9)&7L-
2022416,sagiran,sagiran22416@iiitd.ac.in,Girls Hostel,417,1y>)wna2gS.|
2022417,asutosh,asutosh22417@iiitd.ac.in,,,.EU))tD&(-m<
2022418,rattan,rattan22418@iiitd.ac.in,H2 boys hostel,217,|bhmak *=n(R
2022419,rakhi,rakhi22419@iiitd.ac.in,,,JA=U<B(9ItJO
2022420,abhay,abhay22420@iiitd.ac.in,Old Boys Hostel,218,TUyea)>_glv0
2022421,janmesh,janmesh22421@iiitd.ac.in,,,GttYZz]C^c-e
2022422,usmaan,usmaan22422@iiitd.ac.in,,,%g5{A_<_y&bd
2022423,vivek,vivek22423@iiitd.ac.in,,,{dJS!{MHBP= 
2022424,dhrampal,dhrampal22424@iiitd.ac.in,,,">#8,OZ(Pu-HF"
2022425,chootu,chootu22425@iiitd.ac.in,,,L0AVNxNoc.wr
2022426,bidhya,bidhya22426@iiitd.ac.in,H1 boys hostel,714,QJWm Oki@]5P
2022427,bitto,bitto22427@iiitd.ac.in,,,kpIXn3#*6|c/
2022428,dimpu,dimpu22428@iiitd.ac.in,,,"&DCqCjw,B20("
2022429,atiq,atiq22429@iiitd.ac.in,H2 boys hostel,816,Lu>eQ Idl3Cx
2022430,arsi,arsi22430@iiitd.ac.in,,,rwYQ{H-DTnyh
2022431,wasim,wasim22431@iiitd.ac.in,Old Boys Hostel,421,h4R#?Vs6g@9p
2022432,tahir,tahir22432@iiitd.ac.in,H1 boys hostel,319,y1T=[?-KN<&h
2022433,gajwanti,gajwanti22433@iiitd.ac.in,,,K}[a.+I(-AnR
2022434,chura,chura22434@iiitd.ac.in,,,+$UpZ0wzg:#q
2022435,mohamad,mohamad22435@iiitd.ac.in,,,7 EV<#r4CjCU
2022436,kale,kale22436@iiitd.ac.in,,,}Vn@<xFOYP[U
2022437,jankraj,jankraj22437@iiitd.ac.in,H2 boys hostel,821,K9iBjen^6m>.
2022438,shelly,shelly22438@iiitd.ac.in,,,T0U3OC3:x.G$
2022439,aabida,aabida22439@iiitd.ac.in,,,p$kJ.w +[zp=
2022440,promila,promila22440@iiitd.ac.in,,,"],=XHgq&p_0e"
2022441,sumnesh,sumnesh22441@iiitd.ac.in,,,vXX[=Diu+elr
2022442,chitprit,chitprit22442@iiitd.ac.in,Old Boys Hostel,16,AOFlXP(p&fj1
2022443,durgashankar,durgashankar22443@iiitd.ac.in,H2 boys hostel,806,P. }ulKZ:m1H
2022444,chom,chom22444@iiitd.ac.in,H1 boys hostel,221,CpLh38Uj0@7y
2022445,suryanath,suryanath22445@iiitd.ac.in,Girls Hostel,17,D_mADg0G)1VT
2022446,tapish,tapish22446@iiitd.ac.in,Girls Hostel,321,"ga,y/oCFGNv6"
2022447,karma,karma22447@iiitd.ac.in,,, vv_Jl=^_+/1
2022448,santlal,santlal22448@iiitd.ac.in,H1 boys hostel,1022,2R#/uWQ#IRD7
2022449,araddhna,araddhna22449@iiitd.ac.in,H1 boys hostel,1017,SJ2U&ZOhgJN:
2022450,jadu,jadu22450@iiitd.ac.in,,,k<tdv>!O$u3n
2022451,wasim,wasim22451@iiitd.ac.in,,,AngBITi1x%yl
2022452,mankuri,mankuri22452@iiitd.ac.in,Girls Hostel,316,P[lvPv5A2E0d
2022453,rennu,rennu22453@iiitd.ac.in,H2 boys hostel,911,">WH}6<}/U,Oa"
2022454,parmeshwari,parmeshwari22454@iiitd.ac.in,H2 boys hostel,1017,<eVIuCDtf!hW
2022455,aasim,aasim22455@iiitd.ac.in,,,"[*a!s{p?,8>2"
2022456,vipan,vipan22456@iiitd.ac.in,H2 boys hostel,903,3_)wBc_!FSia
2022457,susanto,susanto22457@iiitd.ac.in,,,Md**m2Qu)V:t
2022458,toni,toni22458@iiitd.ac.in,,,[O&{|0uxY=G&
2022459,araddhna,araddhna22459@iiitd.ac.in,H1 boys hostel,5,m5HTaUkEI={Q
2022460,aishe,aishe22460@iiitd.ac.in,,,<*#3Q]cnl#}{
2022461,parveen,parveen22461@iiitd.ac.in,,,")FnmI|vm]Zf,"
2022462,gajwanti,gajwanti22462@iiitd.ac.in,,,s{6jDeJB{!Nc
2022463,jamuna,jamuna22463@iiitd.ac.in,,,^Xn}6/sYpfzJ
2022464,lllllllllllllllllll,lllllllllllllllllll22464@iiitd.ac.in,Old Boys Hostel,605,P?Wyfr[4Nk&A
2022465,alish,alish22465@iiitd.ac.in,,,2.{T?s4@PBlN
2022466,usmaan,usmaan22466@iiitd.ac.in,Old Boys Hostel,608,Zbm9^!o[-aVv
2022467,jaswant,jaswant22467@iiitd.ac.in,,,UTC{y9<=NYEv
2022468,nazneen,nazneen22468@iiitd.ac.in,,,w30<#HasmvwZ
2022469,swata,swata22469@iiitd.ac.in,Old Boys Hostel,101,N6Ib(1x/cg k
2022470,hagami,hagami22470@iiitd.ac.in,Old Boys Hostel,805, $NPL$>$]mq#
2022471,foola,foola22471@iiitd.ac.in,Old Boys Hostel,516,W-.@SmGH+aSy
2022472,jubaira,jubaira22472@iiitd.ac.in,Old Boys Hostel,505,E+DR2d)rlnA<
2022473,vakesh,vakesh22473@iiitd.ac.in,,,"C1w,^-Qn0]?V"
2022474,rijwan,rijwan22474@iiitd.ac.in,H2 boys hostel,18,.M/n>=(7WgUi
2022475,chinta,chinta22475@iiitd.ac.in,,,p*yN@^A7VEt(
2022476,gambhir,gambhir22476@iiitd.ac.in,,,k%@&$cecX-v!
2022477,sawtri,sawtri22477@iiitd.ac.in,Old Boys Hostel,710,bkN2q:&1 >B1
2022478,jitu,jitu22478@iiitd.ac.in,Girls Hostel,601,yrJ/Eh}wI-X[
2022479,anzum,anzum22479@iiitd.ac.in,H2 boys hostel,707,UB8[v2BxzcGt
2022480,partik,partik22480@iiitd.ac.in,,,7-nTO432)o8|
2022481,ratni,ratni22481@iiitd.ac.in,,,y*eBYHzQ*L[&
2022482,ravindr,ravindr22482@iiitd.ac.in,,,s.BgS4(6_eq]
2022483,gilbahar,gilbahar22483@iiitd.ac.in,,,!Pe/>W:>)lek
2022484,avdesh,avdesh22484@iiitd.ac.in,H2 boys hostel,201,U3cnV[Fn8.PA
2022485,bhagwanti,bhagwanti22485@iiitd.ac.in,H2 boys hostel,711,/jX)EaOyQNm9
2022486,muneer,muneer22486@iiitd.ac.in,H1 boys hostel,905,hErbCcf^X/?8
2022487,roshini,roshini22487@iiitd.ac.in,,,K^SpCyNhrz )
2022488,kalua,kalua22488@iiitd.ac.in,H2 boys hostel,410,ES>5B=?i(AI@
2022489,salupa,salupa22489@iiitd.ac.in,,,A7nc}R1(t8oB
2022490,sakila,sakila22490@iiitd.ac.in,Old Boys Hostel,216,"7,Y.yxt<</od"
2022491,anupam,anupam22491@iiitd.ac.in,,,fn#P&_s6xF]0
2022492,susanto,susanto22492@iiitd.ac.in,Girls Hostel,806,rOT6<@jNMb Q
2022493,manoti,manoti22493@iiitd.ac.in,Girls Hostel,811,!mKjp4z%zf$A
2022494,punita,punita22494@iiitd.ac.in,Old Boys Hostel,807,}lLgsL4Lrwv.
2022495,manoj,manoj22495@iiitd.ac.in,,,=P<[}:i3mv7l
2022496,usmaan,usmaan22496@iiitd.ac.in,H1 boys hostel,303,nCSp:oqZ$h z
2022497,roopnarayan,roopnarayan22497@iiitd.ac.in,,,[!#|Sr@B*iP@
2022498,begumpur,begumpur22498@iiitd.ac.in,,,*/WPK+{*)O:6
2022499,roshini,roshini22499@iiitd.ac.in,Girls Hostel,216,-e9*myR1V9+X
2022500,balvinder,balvinder22500@iiitd.ac.in,H1 boys hostel,914,H8@ghy/.OXnI
2022501,deepika,deepika22501@iiitd.ac.in,,,jjN#xM!wND&*
2022502,ramdhani,ramdhani22502@iiitd.ac.in,Old Boys Hostel,22,"Gmvw<VjB$,Tl"
2022503,shma,shma22503@iiitd.ac.in,,,]4H8YzWE4LF6
2022504,kalpesh,kalpesh22504@iiitd.ac.in,H1 boys hostel,815,MA5x|fb/&Kgx
2022505,anuraj,anuraj22505@iiitd.ac.in,,,l@tS_t&|0!$Q
2022506,shiv,shiv22506@iiitd.ac.in,,,c%U5pv}WMRd-
2022507,galiya,galiya22507@iiitd.ac.in,,,"GD_P]C#,k+B]"
2022508,mul,mul22508@iiitd.ac.in,,,gLY.T[M#nWSj
2022509,aamina,aamina22509@iiitd.ac.in,H2 boys hostel,718,nM+61AHC$)#M
2022510,ishu,ishu22510@iiitd.ac.in,H2 boys hostel,911,kgc!tG#7%lCA
2022511,ayan,ayan22511@iiitd.ac.in,,,3eQ]EjFI8Jn?
2022512,urmila,urmila22512@iiitd.ac.in,Old Boys Hostel,104,[dk@O-F4Aq91
2022513,arman,arman22513@iiitd.ac.in,,,*N<@wm+G++uM
2022514,astha,astha22514@iiitd.ac.in,,,)A..VTkP2E77
2022515,binpal,binpal22515@iiitd.ac.in,,,elpT]KL8&j|p
2022516,maisan,maisan22516@iiitd.ac.in,,,"B#5,Z^nTu/t@"
2022517,robi,robi22517@iiitd.ac.in,Girls Hostel,511,@BW&C1AnP/HB
2022518,roshini,roshini22518@iiitd.ac.in,Girls Hostel,513,33#W{)dP#zUY
2022519,aabida,aabida22519@iiitd.ac.in,H2 boys hostel,301,6{ii!HCim:9#
2022520,shabbenour,shabbenour22520@iiitd.ac.in,,,)!i>Th@k|fF{
2022521,bhudhi,bhudhi22521@iiitd.ac.in,,,a6_><U|U]3+V
2022522,sudarshan,sudarshan22522@iiitd.ac.in,,,"e@zJ,LM}H3Dy"
2022523,hamsiran,hamsiran22523@iiitd.ac.in,Old Boys Hostel,121,",R(&)KOfYHTC"
2022524,ruchi,ruchi22524@iiitd.ac.in,H2 boys hostel,1020,I!DhV:aw^3hZ
2022525,naveen,naveen22525@iiitd.ac.in,H2 boys hostel,209,"j.r)3T%zg,E#"
2022526,ramtek,ramtek22526@iiitd.ac.in,,,t^_&3[!Mj.P{
2022527,irsad,irsad22527@iiitd.ac.in,H1 boys hostel,622,trhFoHadyL@_
2022528,babar,babar22528@iiitd.ac.in,,,"X,1(&<oal[U5"
2022529,subhapal,subhapal22529@iiitd.ac.in,,,e+Q/=#Io<>ta
2022530,mahavir,mahavir22530@iiitd.ac.in,,,rQEHQ+{t[OPA
2022531,muqhtar,muqhtar22531@iiitd.ac.in,Girls Hostel,412,s1y?ksi.&8dw
2022532,kalpadma,kalpadma22532@iiitd.ac.in,Girls Hostel,810,1dIBGe/KJ}%#
2022533,kamakshya,kamakshya22533@iiitd.ac.in,,,V9fWLV[oGNJt
2022534,lashma,lashma22534@iiitd.ac.in,,,_wc_ljFxDSHs
2022535,silender,silender22535@iiitd.ac.in,,,"2 bGxO,knb!N"
2022536,mabiya,mabiya22536@iiitd.ac.in,Old Boys Hostel,501,cXweM]tHJF 2
2022537,sahira,sahira22537@iiitd.ac.in,H1 boys hostel,621,X|gLJ9GQe1Rt
2022538,fareena,fareena22538@iiitd.ac.in,,,hi&7Qby2beW<
2022539,neni,neni22539@iiitd.ac.in,Old Boys Hostel,211,Z@G+63OAXNY@
2022540,radhab,radhab22540@iiitd.ac.in,H1 boys hostel,515,1lNk6WPbrM<Z
2022541,kuntesh,kuntesh22541@iiitd.ac.in,Girls Hostel,304,P+| Mpg}caQU
2022542,meenakshi,meenakshi22542@iiitd.ac.in,Girls Hostel,306,eto3q=OUB.VS
2022543,navnit,navnit22543@iiitd.ac.in,Girls Hostel,205,ihlHv%sTK2^R
2022544,aishe,aishe22544@iiitd.ac.in,,,)j@m [b_j^rU
2022545,poneem,poneem22545@iiitd.ac.in,,,Nm89Aa2=jg%J
2022546,shahbaz,shahbaz22546@iiitd.ac.in,,,"pZlM YK+j*,B"
2022547,abha,abha22547@iiitd.ac.in,H2 boys hostel,1018,${2*SC2dQyx*
2022548,jankidas,jankidas22548@iiitd.ac.in,,,1]t>4*ANqxwC
2022549,anushka,anushka22549@iiitd.ac.in,,,%Yj<d0gA-8%Q
2022550,gaffar,gaffar22550@iiitd.ac.in,H1 boys hostel,1007,>2}w8H>h1T=l
2022551,dhanpat,dhanpat22551@iiitd.ac.in,H1 boys hostel,408,K$_G)#|BJ%5$
2022552,vimal,vimal22552@iiitd.ac.in,,,E-|{ubT[CK&X
2022553,lata,lata22553@iiitd.ac.in,,,jjXCYc!-Iphi
2022554,ansu,ansu22554@iiitd.ac.in,H1 boys hostel,502,Npy1Dx&$dsIX
2022555,joria,joria22555@iiitd.ac.in,Old Boys Hostel,122,]myo-78g_O<X
2022556,rinki,rinki22556@iiitd.ac.in,,,iKP&JcBFok9-
2022557,raseel,raseel22557@iiitd.ac.in,,,Sje(!%0PWeU=
2022558,rajeet,rajeet22558@iiitd.ac.in,Girls Hostel,19,3Ylb6M!*m.(9
2022559,omjone,omjone22559@iiitd.ac.in,,,>YQ2o2esCm%>
2022560,lakhya,lakhya22560@iiitd.ac.in,Girls Hostel,108,M.^|Vyd/Y7Wq
2022561,savitri,savitri22561@iiitd.ac.in,,,IYry?|y0Nl<h
2022562,biraj,biraj22562@iiitd.ac.in,H2 boys hostel,514,jn(6X=_Q+&oc
2022563,aashia,aashia22563@iiitd.ac.in,,,l}SG)A&$_#Q7
2022564,sumita,sumita22564@iiitd.ac.in,,,=Y_/BmfD(<0p
2022565,samar,samar22565@iiitd.ac.in,,,g?wC:KuzC>i]
2022566,veepal,veepal22566@iiitd.ac.in,,,"52,(SYp7)4,<"
2022567,muneer,muneer22567@iiitd.ac.in,Old Boys Hostel,111,_F)M90:{@Eh-
2022568,aswin,aswin22568@iiitd.ac.in,H1 boys hostel,315,lThjMy2t.6C|
2022569,naveen,naveen22569@iiitd.ac.in,,,OL:u1yh6gdP=
2022570,gitika,gitika22570@iiitd.ac.in,H1 boys hostel,707,wGM1<N+te<cT
2022571,navendra,navendra22571@iiitd.ac.in,,,Yb.usDb9^)l)
2022572,raghubeer,raghubeer22572@iiitd.ac.in,,,n&NgnYfgh<=z
2022573,partik,partik22573@iiitd.ac.in,H2 boys hostel,818,XXw-*q}uIJca
2022574,fareena,fareena22574@iiitd.ac.in,,,! 0FB!2*FwcK
2022575,inderpal,inderpal22575@iiitd.ac.in,H2 boys hostel,405,p/:I:9-m(r^v
2022576,rasida,rasida22576@iiitd.ac.in,,,AYNIirMv00]0
2022577,"amit,","amit,22577@iiitd.ac.in",H1 boys hostel,618,?VJ(d&N^e&s.
2022578,sumirta,sumirta22578@iiitd.ac.in,,,hRIUqjJ/xGja
2022579,sinder,sinder22579@iiitd.ac.in,Girls Hostel,205,E6m]pu3tzmHZ
2022580,nishtha,nishtha22580@iiitd.ac.in,Old Boys Hostel,221,"yoya*XcQ$,I}"
2022581,aishe,aishe22581@iiitd.ac.in,H1 boys hostel,518, MBD=k%F #@j
2022582,gurbax,gurbax22582@iiitd.ac.in,,,945%|Rp^hrUt
2022583,sakeena,sakeena22583@iiitd.ac.in,,,-WP=p$yQTxJ4
2022584,udaiy,udaiy22584@iiitd.ac.in,H2 boys hostel,321,x}hH0ISFvlA]
2022585,prateek,prateek22585@iiitd.ac.in,H1 boys hostel,106,ZU9$1(m19|mt
2022586,mudssir,mudssir22586@iiitd.ac.in,,,IvuhH[G{a6z_
2022587,dali,dali22587@iiitd.ac.in,Old Boys Hostel,714,RHRf8TS8@1l5
2022588,musra,musra22588@iiitd.ac.in,,,S9.D%7S(lezN
2022589,yashodha,yashodha22589@iiitd.ac.in,,,p{H17&pu=cS9
2022590,dinesh,dinesh22590@iiitd.ac.in,H2 boys hostel,510,S#e?:g?hIak8
2022591,vesali,vesali22591@iiitd.ac.in,,,"f{|RLF>f7=_,"
2022592,nazira,nazira22592@iiitd.ac.in,,,a$ECHx1d?@6z
2022593,roshini,roshini22593@iiitd.ac.in,,,@%?#pGw!+3X5
2022594,chom,chom22594@iiitd.ac.in,,,b=wZ1q%W!Q5U
2022595,amena,amena22595@iiitd.ac.in,,,v.fCU5##auo7
2022596,asish,asish22596@iiitd.ac.in,H2 boys hostel,19,mwAWc|gZXDYr
2022597,shivram,shivram22597@iiitd.ac.in,Old Boys Hostel,5,rYDx9Wr)d5Vu
2022598,babul,babul22598@iiitd.ac.in,,,wlyb}#?RJl:8
2022599,shadhana,shadhana22599@iiitd.ac.in,Old Boys Hostel,312,&!o}Du%v&xmO
2022600,janki,janki22600@iiitd.ac.in,,,"r,=gIcCTq)u/"
2022601,anuraj,anuraj22601@iiitd.ac.in,,,gx!CRP:PU@-J
2022602,sarvjeet,sarvjeet22602@iiitd.ac.in,,,{jfdt@W[PEz$
2022603,baby,baby22603@iiitd.ac.in,,,[VZ}MGt8z/.<
2022604,divya,divya22604@iiitd.ac.in,Girls Hostel,707,Idpi&u+Ox^N>
2022605,sarshwati,sarshwati22605@iiitd.ac.in,H1 boys hostel,405,6Z%wN_[@FXeu
2022606,ansar,ansar22606@iiitd.ac.in,Old Boys Hostel,801,g=LLR4zI5zW8
2022607,najda,najda22607@iiitd.ac.in,,,"%o,rI&,7NX@h"
2022608,hemlat,hemlat22608@iiitd.ac.in,H2 boys hostel,408,"m fp*,scm59q"
2022609,sajia,sajia22609@iiitd.ac.in,H1 boys hostel,1005,J<>s4|A802@e
2022610,sakuntla,sakuntla22610@iiitd.ac.in,,,JURfyrwb#[gv
2022611,jincy,jincy22611@iiitd.ac.in,H1 boys hostel,118,Q2J!dc{Fbrwr
2022612,gulafsha,gulafsha22612@iiitd.ac.in,Old Boys Hostel,203,lh:f|?TwH&|I
2022613,vivek,vivek22613@iiitd.ac.in,,,w@<CExD69q%U
2022614,nasar,nasar22614@iiitd.ac.in,H1 boys hostel,920,wwid_)7YVJ[L
2022615,ratn,ratn22615@iiitd.ac.in,H2 boys hostel,505,QZG2u}^aO$.]
2022616,ved,ved22616@iiitd.ac.in,Old Boys Hostel,313,mE=:d?v+]?<P
2022617,smarti,smarti22617@iiitd.ac.in,H1 boys hostel,208,4K0]YP-P]R<0
2022618,amie,amie22618@iiitd.ac.in,Girls Hostel,505,JO z?#Af!j{N
2022619,nadir,nadir22619@iiitd.ac.in,,,>Kmi&%)&*4DT
2022620,beeru,beeru22620@iiitd.ac.in,H2 boys hostel,707,"6}=ju|Q?p,r["
